DWS TOP DIVIDENDE;;;;;;
WKN: 984811;;;;;;
ISIN: DE0009848119;;;;;;
Typ: Fonds;;;;;;
Quelle: http://www.ariva.de/dws_top_dividende-fonds/historische_kurse;;;;;;
Datum;Erster;Hoch;Tief;Schlusskurs;Stuecke;Volumen
14.04.2017;52,0597;52,5529;52,0597;52,5529;0;0
09.04.2017;51,4319;51,4319;51,3153;51,3153;0;0
08.04.2017;50,1495;51,2077;50,1495;51,2077;33;1.713
07.04.2017;50,8849;51,118;50,4006;50,4006;20;1.012
06.04.2017;51,2974;51,4499;50,9656;50,9656;100;5.115
03.04.2017;51,2974;51,3243;51,2974;51,3243;0;0
02.04.2017;50,7503;52,2929;50,7503;52,2929;89;4.665
01.04.2017;49,1002;49,3603;49,0195;49,0374;841;41.229
31.03.2017;49,2975;49,2975;49,2796;49,2796;0;0
30.03.2017;49,7101;49,7101;48,885;49,1002;120;5.913
27.03.2017;51,0373;51,0373;50,1585;50,1585;27;1.342
26.03.2017;49,997;49,997;49,997;49,997;0;0
25.03.2017;50,3468;50,3468;50,0239;50,0239;0;0
24.03.2017;50,0598;50,0598;49,8715;49,9343;335;16.704
23.03.2017;48,6608;50,2212;48,6608;50,2212;22;1.120
20.03.2017;48,3738;49,2616;48,329;49,2616;516;25.433
19.03.2017;49,719;49,8894;49,5845;49,6742;1.784;88.624
18.03.2017;49,8446;49,8446;49,6473;49,6473;0;0
17.03.2017;48,894;49,1092;48,894;49,1092;0;0
16.03.2017;48,9926;49,4589;48,9926;49,4589;20;993
13.03.2017;48,6518;48,7953;48,4904;48,4994;892;43.264
12.03.2017;47,3604;47,3604;47,0645;47,0645;0;0
11.03.2017;47,5757;48,1855;47,5757;47,9523;781;37.429
10.03.2017;45,7282;45,7282;45,7282;45,7282;0;0
09.03.2017;46,2215;46,2304;45,4861;45,9793;613;28.199
06.03.2017;46,2842;46,2842;46,2215;46,2215;0;0
05.03.2017;47,6205;47,6205;47,2528;47,2528;0;0
04.03.2017;47,0555;48,0779;47,0555;48,0779;725;34.847
03.03.2017;47,19;47,7191;46,6519;47,19;699;32.993
02.03.2017;48,4276;48,4276;48,033;48,033;33;1.607
27.02.2017;48,885;48,885;48,876;48,876;0;0
26.02.2017;49,1809;49,1809;49,1182;49,1182;0;0
25.02.2017;49,5397;49,5397;49,3065;49,3065;11;550
24.02.2017;48,0868;48,1496;47,8806;47,8806;61;2.936
23.02.2017;49,9432;49,9432;49,6383;49,6383;0;0
20.02.2017;50,0329;50,0329;49,7908;49,9163;608;30.335
19.02.2017;51,0373;51,0553;50,9925;51,0373;30;1.537
18.02.2017;51,1629;51,1629;50,858;50,9387;251;12.780
17.02.2017;48,4904;51,5754;48,4904;51,5754;0;0
16.02.2017;51,8534;52,1763;51,8534;52,1763;335;17.454
13.02.2017;52,7951;52,8578;52,7233;52,7233;542;28.572
12.02.2017;52,0328;52,0328;51,683;51,683;0;0
11.02.2017;52,6157;53,1807;52,6157;53,1807;535;28.464
10.02.2017;54,0237;54,1134;53,7816;53,7816;50;2.699
09.02.2017;54,1134;54,1941;53,7457;53,7457;89;4.794
06.02.2017;53,4139;54,7591;53,4139;54,6515;279;15.235
05.02.2017;52,2121;52,3646;52,2121;52,3646;0;0
04.02.2017;52,1942;53,5663;52,1942;53,1628;409;21.756
03.02.2017;51,118;52,1404;50,84;52,1404;613;31.977
02.02.2017;51,7279;51,7279;51,5933;51,7189;4;231
30.01.2017;51,8893;52,6067;51,8893;52,6067;0;0
29.01.2017;52,6516;52,6516;51,9072;51,9072;0;0
28.01.2017;52,266;52,544;52,266;52,544;18;937
27.01.2017;51,2526;51,5126;51,2526;51,5126;0;0
26.01.2017;50,84;51,0194;50,84;51,0194;0;0
23.01.2017;50,1495;50,5889;50,1495;50,5889;0;0
22.01.2017;51,8445;52,6336;51,8445;52,0059;56;2.900
21.01.2017;50,3916;51,0373;50,3916;51,0373;28;1.423
20.01.2017;51,5395;51,5395;51,4499;51,4499;0;0
19.01.2017;52,5081;52,7144;52,1045;52,1045;519;27.017
16.01.2017;51,8534;52,9206;51,6561;52,0238;6.609;343.825
15.01.2017;51,2615;51,5575;51,2615;51,4857;56;2.871
14.01.2017;53,2076;53,2076;52,6606;52,6606;11;587
13.01.2017;52,8309;52,8309;52,2301;52,2301;0;0
12.01.2017;52,6875;54,0058;52,6875;53,6381;178;9.570
09.01.2017;53,5663;53,8085;53,2166;53,6739;230;12.329
08.01.2017;53,2166;53,8264;53,2166;53,5394;457;24.477
07.01.2017;54,7411;55,3689;54,7411;55,3689;67;3.704
06.01.2017;54,5438;55,5931;54,5438;55,5931;502;27.896
05.01.2017;53,3959;53,4766;53,3959;53,4766;46;2.445
02.01.2017;52,7413;53,109;52,2391;53,109;279;14.805
30.12.2016;51,2795;52,526;51,2795;52,526;3.832;201.305
29.12.2016;51,3512;52,8489;50,9207;52,8489;1.257;66.414
23.12.2016;51,6292;52,3287;51,2077;52,2839;3.476;181.721
22.12.2016;51,4678;52,266;51,4678;52,266;2.635;137.716
19.12.2016;50,9835;52,3736;50,7234;52,3736;22;1.168
18.12.2016;51,5395;51,8624;51,1898;51,8624;11;578
17.12.2016;51,7458;52,6336;51,7458;52,6067;52;2.757
16.12.2016;51,6561;52,4274;51,5216;52,4274;458;24.027
15.12.2016;52,257;52,6606;51,9431;52,3915;1.698;88.974
12.12.2016;51,8086;52,526;51,2526;52,4633;1.675;87.867
11.12.2016;53,082;53,8981;52,6067;53,8981;308;16.588
10.12.2016;52,9117;53,5215;52,6157;53,0282;1.095;58.066
09.12.2016;52,4453;53,7367;52,4453;53,4228;2.763;147.614
08.12.2016;52,8668;53,647;52,0238;52,822;127;6.715
05.12.2016;52,1583;52,1583;52,0597;52,0597;201;10.449
04.12.2016;52,5709;53,3421;52,5709;52,6606;134;7.046
03.12.2016;51,5395;53,5035;51,5395;53,5035;148;7.935
02.12.2016;50,3916;52,0507;50,3916;51,8803;1.305;67.685
01.12.2016;54,4362;54,4362;51,9252;52,0148;1.908;99.238
28.11.2016;53,8354;54,6515;53,4497;54,6515;1.126;61.549
27.11.2016;53,5843;53,9609;53,4497;53,9609;1.180;63.660
26.11.2016;52,0148;53,0462;52,0148;52,9027;323;17.107
25.11.2016;52,7054;53,4139;52,1225;52,266;992;51.869
24.11.2016;50,7324;52,9027;50,4903;52,8758;2.217;117.212
21.11.2016;49,8177;50,5261;49,8177;50,2212;3.070;154.168
20.11.2016;51,1032;51,1032;49,639;49,639;382;18.956
19.11.2016;52,6617;54,0146;52,5332;52,5332;747;39.264
18.11.2016;53,3981;53,5094;53,0299;53,0299;47;2.477
17.11.2016;54,3914;54,3914;53,4837;53,4837;41;2.186
14.11.2016;55,299;55,6587;55,299;55,6587;0;0
13.11.2016;53,1412;54,4599;53,1412;54,2372;339;18.369
12.11.2016;55,6587;55,6587;54,7424;54,7424;53;2.877
11.11.2016;55,6929;55,71;55,5388;55,6587;36;2.015
10.11.2016;57,6624;57,8165;57,3027;57,3027;265;15.191
07.11.2016;54,9993;56,9773;54,9993;56,9773;176;10.048
06.11.2016;56,8575;57,4569;56,6177;57,4569;569;32.678
05.11.2016;59,7603;60,8734;59,3321;60,5994;109;6.582
04.11.2016;57,8936;60,6251;57,8936;60,6251;864;52.392
03.11.2016;56,8489;58,8783;56,8489;58,8783;928;54.664
31.10.2016;54,9651;55,7957;53,7748;55,7957;228;12.706
30.10.2016;54,9137;57,0287;54,9137;56,7376;1.665;94.487
29.10.2016;53,6806;54,614;53,321;54,614;350;19.134
28.10.2016;52,1222;52,4647;52,1222;52,2763;1.014;52.991
27.10.2016;50,1613;51,7026;49,2964;51,4714;1.265;65.099
24.10.2016;51,3772;51,3943;48,7484;50,3497;652;32.810
23.10.2016;52,3705;53,6036;52,2335;53,6036;1.144;61.348
22.10.2016;54,3228;54,8195;53,3638;53,3638;36;1.932
21.10.2016;55,8128;56,4293;55,0849;55,4189;1.359;75.334
20.10.2016;53,5608;54,9137;53,3895;54,9137;1.065;58.487
17.10.2016;54,9308;55,3161;53,9461;55,3161;754;41.732
16.10.2016;51,5399;53,3296;51,5399;52,1907;682;35.595
15.10.2016;57,7052;57,7052;56,8146;56,8146;410;23.289
14.10.2016;58,0477;60,6851;58,0477;59,4691;453;26.947
13.10.2016;52,028;56,2752;52,028;56,2752;319;17.942
10.10.2016;50,3582;52,0622;50,3497;51,206;2.210;113.142
09.10.2016;55,984;57,551;55,984;56,2752;405;22.805
08.10.2016;56,2752;57,6881;54,4256;56,5064;1.046;59.127
07.10.2016;60,8649;60,8649;53,2782;60,0172;138;8.271
06.10.2016;60,8734;61,841;58,2275;59,0838;378;22.356
03.10.2016;62,6716;62,92;62,509;64,2215;280;18.000
02.10.2016;63,6735;64,4955;63,6735;64,2215;193;12.375
01.10.2016;63,939;63,9475;63,331;63,4423;285;18.078
30.09.2016;61,5242;63,4423;60,5395;63,4423;563;35.711
29.09.2016;64,3757;65,0864;64,1873;64,213;326;20.922
26.09.2016;64,6925;65,7543;64,3928;65,1121;235;15.284
25.09.2016;65,035;65,1121;65,035;65,1121;0;0
24.09.2016;65,7971;65,7971;65,0778;65,4032;785;51.327
23.09.2016;65,9341;66,3366;65,0778;65,0778;1.323;86.108
22.09.2016;66,8161;68,0919;66,8161;67,3042;145;9.746
19.09.2016;66,4821;66,4821;65,9084;65,9084;654;43.103
18.09.2016;63,9218;64,1701;63,9218;64,1701;0;0
17.09.2016;66,2937;66,2937;64,1359;64,1359;841;53.928
16.09.2016;66,4479;68,3317;66,4051;68,3317;1.509;103.102
15.09.2016;68,503;68,503;66,4051;66,4051;485;32.183
12.09.2016;68,366;68,9054;68,366;68,9054;128;8.852
11.09.2016;67,4754;68,1005;67,0045;68,3574;1.651;112.880
10.09.2016;67,6895;68,9397;67,4326;68,8369;134;9.245
09.09.2016;69,2308;69,8302;69,2308;69,8302;58;4.078
08.09.2016;69,1366;69,4106;69,1366;69,1794;934;64.632
05.09.2016;67,287;68,443;67,287;68,2204;109;7.409
04.09.2016;70,2155;70,2241;70,2155;70,2155;112;7.872
03.09.2016;70,2155;71,1232;70,2155;71,1232;0;0
02.09.2016;70,6094;70,7636;70,6094;70,7636;0;0
01.09.2016;70,5067;70,5067;70,4382;70,4382;51;3.619
29.08.2016;71,4143;71,5342;71,4143;71,5342;0;0
28.08.2016;70,4553;70,9862;70,4553;70,9862;137;9.699
27.08.2016;70,0528;70,0528;69,796;69,796;0;0
26.08.2016;69,3592;69,3592;69,3592;69,3592;0;0
25.08.2016;70,1813;70,2412;70,1813;70,2412;5;328
22.08.2016;69,9415;69,9415;69,8901;69,8901;0;0
21.08.2016;69,933;69,933;69,736;69,736;0;0
20.08.2016;69,6076;69,6076;69,5648;69,5648;0;0
19.08.2016;69,4534;70,0785;69,4534;69,7446;32;2.199
18.08.2016;70,0015;70,2755;70,0015;70,2755;570;40.050
15.08.2016;69,9158;70,5752;69,9158;70,5752;2.050;144.647
14.08.2016;70,4724;70,4724;69,9929;69,9929;19;1.308
13.08.2016;69,7189;69,7189;69,5904;69,6504;199;13.828
12.08.2016;69,796;70,6094;69,796;70,6094;121;8.576
11.08.2016;70,9691;70,9691;69,9586;69,9586;117;8.170
08.08.2016;68,5972;70,0015;68,5972;69,1709;1.869;129.248
07.08.2016;69,2222;69,2222;68,9654;68,9654;29;2.014
06.08.2016;70,5752;70,5752;69,0167;70,2669;163;11.488
05.08.2016;68,2461;70,2498;68,2375;70,2498;25;1.723
04.08.2016;69,3678;69,8388;69,1537;69,6418;757;52.702
01.08.2016;69,3421;69,4021;69,3421;69,4021;0;0
31.07.2016;69,2222;69,462;69,2222;69,462;0;0
30.07.2016;68,9054;69,3592;68,8369;69,1109;128;8.878
29.07.2016;67,2699;67,5097;67,2699;67,5097;0;0
28.07.2016;68,1947;68,1947;68,1947;68,1947;1;80
25.07.2016;68,503;68,9397;68,2546;68,2546;128;8.768
24.07.2016;70,1299;70,1642;69,5134;69,7874;460;32.111
23.07.2016;69,8216;70,3012;69,7018;70,3012;1.335;93.840
22.07.2016;68,6828;68,8883;68,6828;68,5886;554;37.967
21.07.2016;68,9568;69,2222;68,9568;69,2222;0;0
18.07.2016;69,051;69,051;68,5201;68,5201;218;14.964
17.07.2016;68,854;69,873;68,854;69,7874;285;19.886
16.07.2016;68,2803;68,3317;67,5268;67,8522;667;45.246
15.07.2016;69,1452;69,1452;67,0901;68,5201;600;41.130
14.07.2016;70,481;70,481;69,1366;69,6761;1.693;117.987
11.07.2016; ; ; ;70,7892;12;827
10.07.2016;70,2755;70,6951;70,0871;70,6951;132;9.329
09.07.2016;71,2003;71,2003;71,2003;71,4315;0;0
08.07.2016;70,1042;70,7379;69,9672;70,7379;1.199;84.840
07.07.2016;71,0119;71,0119;70,9862;70,5409;281;19.854
04.07.2016;70,9776;70,9776;70,9605;70,9605;0;0
03.07.2016;70,3525;71,4914;70,3525;71,4058;130;9.256
02.07.2016;71,6541;71,9538;71,6541;71,9538;0;0
01.07.2016;70,755;70,755;70,7207;70,7207;0;0
30.06.2016;70,6608;71,1746;70,6608;71,1746;23;1.662
27.06.2016;71,774;73,1954;71,774;72,1165;48;3.453
26.06.2016;73,7177;73,7177;72,2706;71,6541;228;16.318
25.06.2016;73,7948;73,8804;73,7948;73,8804;0;0
24.06.2016;73,8804;74,4028;72,7844;74,4028;180;13.381
23.06.2016;73,6749;73,6921;73,6749;73,6921;0;0
20.06.2016;74,9936;75,456;74,9936;75,456;132;9.958
19.06.2016;75,0107;75,0107;75,0107;75,0107;152;11.388
18.06.2016;75,653;75,653;75,6358;75,6358;0;0
17.06.2016;75,6958;75,9441;75,6958;75,9441;40;3.015
16.06.2016;76,6462;76,6719;75,5759;75,5759;278;21.006
13.06.2016;75,2762;75,7043;74,8652;74,8652;180;13.464
12.06.2016;74,5055;74,6083;74,437;74,6083;117;8.713
11.06.2016;75,5074;75,5074;75,4046;75,4046;0;0
10.06.2016;74,497;74,7967;74,3771;74,3857;2.593;192.851
09.06.2016;74,9251;74,9251;74,9251;74,9251;0;0
06.06.2016;76,3037;76,5949;76,3037;76,5949;35;2.684
05.06.2016;76,5264;77,1086;76,2524;77,1086;117;9.005
04.06.2016;76,4664;76,8346;76,0383;76,8346;30;2.333
03.06.2016;76,2952;76,4151;76,2952;76,4151;163;12.494
02.06.2016;77,5197;77,5197;76,338;76,338;51;3.923
30.05.2016;77,1258;77,5796;76,8089;76,9716;570;43.866
29.05.2016;75,9955;76,5863;75,9955;76,5777;976;74.763
28.05.2016;75,3533;76,1239;75,3533;76,1239;1.168;88.900
27.05.2016;75,7129;75,7129;75,653;75,653;0;0
26.05.2016;75,9441;76,1839;75,8585;75,8585;163;12.403
23.05.2016;76,5264;77,2713;76,5264;77,2713;7;541
22.05.2016;76,4151;77,2542;76,4151;76,5349;234;17.876
21.05.2016;77,1771;77,2285;76,8175;76,8175;35;2.691
20.05.2016;77,9992;77,9992;77,2028;77,2028;70;5.410
19.05.2016;77,708;77,708;76,612;76,612;234;17.894
16.05.2016;76,7404;76,8346;76,7404;76,8346;0;0
15.05.2016;76,2438;76,2438;76,2352;76,2352;0;0
14.05.2016;75,7985;75,8071;75,6786;75,6786;67;5.038
13.05.2016;75,4988;75,9527;75,0792;75,3104;335;25.242
12.05.2016;75,4132;75,4132;75,3704;75,3704;0;0
09.05.2016;75,3104;75,3104;74,4884;75,2933;29;2.198
08.05.2016;75,2505;75,9441;75,2505;75,5588;334;25.237
07.05.2016;74,9508;75,4389;74,9508;75,4389;14;1.057
06.05.2016;75,3533;75,7129;75,3533;74,711;28;2.094
05.05.2016;73,8205;73,9661;73,8205;73,9147;610;45.059
02.05.2016;74,4028;75,456;74,4028;75,456;607;45.822
30.04.2016;73,1098;74,1545;72,7844;74,1545;34;2.511
29.04.2016;73,5979;73,5979;73,0156;73,0156;37;2.729
28.04.2016;73,7863;74,908;73,7863;74,908;109;8.136
25.04.2016;73,5807;73,8291;73,5037;73,8291;82;6.035
24.04.2016;72,8272;72,9214;72,8101;72,8101;82;5.952
23.04.2016;73,204;73,3239;73,0327;73,0327;234;17.058
22.04.2016;72,8957;72,8957;72,8186;72,8186;0;0
21.04.2016;73,0841;73,0927;72,7844;72,7844;98;7.140
18.04.2016;72,0394;73,1098;72,0394;72,9214;1.051;76.644
17.04.2016;71,577;72,8529;71,577;72,6731;467;33.948
16.04.2016;70,7464;71,2602;70,7464;71,2602;0;0
15.04.2016;70,3611;70,3611;70,284;70,284;0;0
14.04.2016;69,7275;69,7275;69,6675;69,6675;0;0
11.04.2016;71,8682;72,2449;71,1146;71,2773;528;37.624
10.04.2016;71,9195;71,9195;70,7036;70,7036;117;8.257
09.04.2016;71,6284;71,6883;71,6284;71,6883;0;0
08.04.2016;71,8254;71,8254;71,5428;71,5428;163;11.697
07.04.2016;72,3563;72,6474;72,0908;72,6474;633;45.983
04.04.2016;71,6113;71,6284;71,6113;71,6284;0;0
03.04.2016;71,5;71,5;71,2345;71,2345;0;0
02.04.2016;71,226;71,6027;71,2003;71,6027;26;1.840
01.04.2016;69,4449;72,1593;69,4449;72,1593;103;7.416
31.03.2016;69,5648;69,6247;69,0167;69,6247;724;50.412
28.03.2016;69,6589;69,6589;69,5648;69,5648;23;1.625
27.03.2016;69,3421;70,0272;69,3421;69,8901;124;8.652
26.03.2016;69,3592;70,1984;69,3421;69,3421;71;4.940
25.03.2016;69,7446;69,7446;69,0852;69,0852;23;1.614
20.03.2016;67,758;67,758;67,3983;67,3983;0;0
19.03.2016;69,1024;69,1024;68,0919;68,0919;23;1.590
18.03.2016;69,051;69,051;68,3916;68,7256;229;15.731
17.03.2016;68,4345;68,503;68,1091;68,4858;409;27.993
14.03.2016;71,1574;71,2431;69,5219;69,8816;304;21.219
13.03.2016;70,2155;70,344;69,7788;69,7788;123;8.556
12.03.2016;70,7122;72,0394;70,7122;71,5342;68;4.845
11.03.2016;70,07;70,6865;70,07;70,6865;21;1.486
10.03.2016;70,8406;71,0376;70,5837;70,5837;47;3.297
07.03.2016;71,1831;71,4229;70,6694;70,7978;1.243;87.972
06.03.2016;72,0651;72,0651;71,9966;71,9966;0;0
05.03.2016;71,44;71,44;71,3287;71,3287;0;0
04.03.2016;72,0908;72,0908;71,3458;71,6113;1.170;83.797
03.03.2016;71,5942;71,6798;71,5942;71,5942;0;0
29.02.2016;73,5379;73,6835;72,6131;73,6835;4.801;353.752
28.02.2016;74,4199;74,4199;74,0688;74,0688;0;0
27.02.2016;74,8566;74,8566;74,7025;74,7025;868.681;64.892.600
26.02.2016;74,5826;74,5826;74,4542;74,7624;374;27.939
25.02.2016;73,4866;73,4866;73,341;73,341;0;0
22.02.2016;73,3667;73,4352;73,3667;73,4352;0;0
21.02.2016;73,8719;74,086;73,8719;74,086;0;0
20.02.2016;73,2982;73,2982;72,9813;72,9813;0;0
19.02.2016;73,3324;73,3495;73,3324;73,3495;0;0
18.02.2016;73,0927;73,3924;73,0927;73,3924;0;0
15.02.2016;73,5465;73,5465;72,7159;73,2468;248;18.134
14.02.2016;73,5465;73,5465;73,3667;73,3667;0;0
13.02.2016;72,7673;73,2639;72,7673;73,2639;0;0
12.02.2016;72,1165;72,1165;71,9367;71,9367;0;0
11.02.2016;71,3801;71,5428;71,3801;71,5428;0;0
08.02.2016;71,9281;71,9281;71,4572;71,4572;175;12.518
07.02.2016;71,9281;71,9281;71,9281;71,9281;0;0
06.02.2016;71,5599;73,0841;71,5599;72,5532;273;19.827
05.02.2016;73,6835;73,6835;73,0927;73,0927;102;7.426
04.02.2016;73,752;73,9832;73,5465;73,8719;424;31.316
01.02.2016;72,0737;74,1459;72,0737;74,1459;201;14.893
31.01.2016;72,1936;72,7758;71,5942;72,7758;822;59.833
30.01.2016;71,4058;71,4058;71,0975;71,0975;572;40.685
29.01.2016;71,8339;72,4333;71,8339;72,4333;0;0
28.01.2016;71,5257;71,5257;69,8987;71,1746;280;19.949
25.01.2016;71,911;73,8719;71,911;71,6627;374;26.781
24.01.2016;72,3477;72,3477;71,166;71,4572;81;5.758
23.01.2016;71,5342;71,5342;65,7286;65,7286;330;21.723
22.01.2016;67,1243;68,9654;66,3879;68,9654;4.681;322.804
21.01.2016;71,5;71,5;68,3317;68,3317;2.267;154.892
18.01.2016;73,9489;73,9489;73,4609;74,0603;391;28.974
17.01.2016;74,8652;74,8737;74,4456;74,4456;119;8.868
16.01.2016;74,2829;74,5227;74,2058;74,2058;861;63.868
15.01.2016;76,4836;77,1515;76,3123;76,3123;163;12.477
14.01.2016;76,4322;76,8346;76,4065;76,8346;93;7.178
11.01.2016;77,5539;77,6224;77,0487;77,0487;6;450
10.01.2016;78,0506;78,0506;77,4255;77,4255;216;16.728
09.01.2016;77,3313;77,9478;77,3313;77,494;39;2.987
08.01.2016;78,1876;78,1876;78,1191;78,1191;0;0
07.01.2016;78,2133;78,2133;77,9564;77,9564;441;34.413
04.01.2016;78,5643;78,7013;78,5643;78,7013;107;8.456
03.01.2016;78,8555;78,8555;77,6481;78,6842;249;19.573
02.01.2016;79,1894;79,2065;79,1894;79,2065;0;0
28.12.2015;80,0714;80,1485;79,5405;79,5491;234;18.580
27.12.2015;79,5833;79,746;79,4549;79,5405;1.607;127.817
21.12.2015;78,513;78,8298;78,513;78,7013;540;42.462
20.12.2015;77,9392;78,1533;77,9392;78,1533;0;0
19.12.2015; ; ; ;77,5197;0;0
18.12.2015; ; ; ;78,1362;0;0
17.12.2015; ; ; ;77,7851;12;908
14.12.2015;78,5215;78,5643;77,8536;78,5643;701;55.050
13.12.2015;78,7613;78,8041;77,9392;78,8041;64;5.062
12.12.2015;78,4787;78,4787;78,2818;78,2818;0;0
11.12.2015;79,6347;79,6347;79,335;79,335;0;0
10.12.2015;79,1466;79,6518;79,1466;79,6518;217;17.302
07.12.2015;79,1552;79,9858;79,1552;79,9858;12;934
06.12.2015;78,7356;79,198;78,6243;78,9925;128;10.148
05.12.2015;77,9649;78,2218;77,9649;78,2218;0;0
04.12.2015;78,0677;78,2732;78,0249;78,2646;2.032;159.036
03.12.2015;78,2133;78,2133;77,9992;78,1876;49;3.835
30.11.2015;77,023;78,3674;77,023;78,3674;269;21.050
29.11.2015;77,3827;78,5472;77,3827;77,494;611;47.332
28.11.2015;75,1392;76,5178;75,1392;76,5178;30;2.323
27.11.2015;75,1049;75,1049;73,9575;74,4456;85;6.347
26.11.2015;77,1001;77,1001;75,4303;75,4303;548;41.314
23.11.2015;75,5331;76,0554;75,4731;76,0554;79;6.040
22.11.2015;76,141;76,141;74,8224;75,4303;47;3.524
21.11.2015;75,593;76,0897;75,3104;75,3961;199;14.969
20.11.2015;75,9013;75,9869;75,4817;75,9869;360;27.332
19.11.2015;76,2095;76,2181;76,0212;76,0212;217;16.513
16.11.2015;76,278;76,3979;75,7814;76,3123;494;37.698
15.11.2015;77,3655;77,3655;75,8976;75,9059;784;59.495
14.11.2015;78,0538;78,0538;77,8548;77,7304;171;13.310
13.11.2015;76,8016;77,6806;76,4699;77,7304;423;32.899
12.11.2015;77,2162;77,2162;77,067;77,9377;54;4.229
09.11.2015;78,7753;78,8665;77,747;77,747;339;26.344
08.11.2015;78,8831;79,6876;78,8831;79,6876;1.230;98.012
07.11.2015;80,1105;80,1685;79,4636;79,4636;482;38.328
06.11.2015;79,7124;80,1768;79,7124;80,011;724;57.888
05.11.2015;79,107;79,87;79,107;79,8037;87;6.929
02.11.2015;79,9861;79,9861;79,2646;79,2646;24;1.912
01.11.2015;81,0725;81,0725;80,1851;80,1851;254;20.402
31.10.2015;80,5666;80,6827;80,55;80,6164;137;11.082
30.10.2015;80,6744;80,6744;80,6081;80,6081;0;0
29.10.2015;80,9978;80,9978;80,9481;80,9481;0;0
26.10.2015;80,4339;80,4339;80,2764;80,2764;0;0
25.10.2015;79,7456;79,9944;79,6461;79,9944;60;4.823
24.10.2015;79,4222;79,6793;79,4222;79,6793;181;14.412
23.10.2015;78,8997;79,1734;78,8997;79,1734;0;0
22.10.2015;79,0324;79,0324;78,1616;78,1616;72;5.655
19.10.2015;79,3144;80,21;78,9992;78,9992;350;27.625
18.10.2015;80,7988;80,7988;80,0939;80,0939;482;38.632
17.10.2015;80,1105;80,4339;80,1105;80,4339;139;11.154
16.10.2015;79,729;79,9281;79,5134;79,9281;128;10.216
15.10.2015;80,8403;81,1057;80,8403;80,9813;769;62.301
12.10.2015;80,55;80,6827;80,1934;80,6827;1.133;91.453
11.10.2015;80,7491;81,2466;80,6744;81,2466;1.021;82.981
10.10.2015;80,4339;80,4339;80,2349;80,2349;0;0
09.10.2015;79,6958;79,9778;79,6958;79,9778;88;7.040
08.10.2015;80,0276;80,2183;79,7705;80,0027;22;1.736
05.10.2015;79,5549;79,9446;79,5466;79,6295;633;50.411
04.10.2015;78,767;79,8617;78,767;79,8617;24;1.926
03.10.2015;79,6129;79,6793;79,6046;79,6793;241;19.216
02.10.2015;79,9198;79,9198;79,8037;79,8037;0;0
01.10.2015;78,9992;78,9992;78,85;78,85;0;0
28.09.2015;79,0158;79,0158;78,9744;78,9744;0;0
27.09.2015;79,2231;79,4553;79,2231;79,4553;36;2.874
26.09.2015;78,8085;78,908;78,8085;78,908;36;2.855
25.09.2015;78,7504;78,7504;78,5017;78,5017;0;0
24.09.2015;78,7504;78,9826;78,7504;78,85;18;1.426
21.09.2015;78,2694;78,85;78,2694;78,8417;1.206;95.070
20.09.2015;78,5514;78,7836;78,3524;78,3524;259;20.313
19.09.2015;79,3641;79,3641;78,1036;78,4021;808;63.342
18.09.2015;76,4035;76,4947;76,4035;76,4947;0;0
17.09.2015;77,4567;77,4567;76,3952;76,785;1.195;91.757
14.09.2015;77,1499;77,1499;76,9426;76,9426;20;1.577
13.09.2015;76,4865;77,1167;76,4865;76,9343;64;4.917
12.09.2015;76,4699;76,7187;76,4699;76,7187;64;4.903
11.09.2015;75,8728;76,2211;75,8728;76,2211;327;24.908
10.09.2015;75,9557;75,9557;75,3171;75,3171;362;27.246
07.09.2015;77,0006;77,4153;77,0006;77,0753;193;14.870
06.09.2015;77,2079;77,7387;77,2079;77,2328;268;20.675
05.09.2015;77,9709;77,9709;77,946;77,946;0;0
04.09.2015;78,1782;78,3109;77,5562;78,3109;134;10.482
03.09.2015;77,1416;77,7802;77,1416;77,6641;1.928;149.746
31.08.2015;76,445;77,4484;76,445;77,3738;603;46.650
30.08.2015;75,8147;75,8147;75,6406;75,6406;0;0
29.08.2015;75,624;75,624;75,0683;75,0683;362;27.156
28.08.2015;75,9308;75,9308;75,8645;75,8645;0;0
27.08.2015;76,3621;76,3621;76,2957;76,2957;0;0
24.08.2015;75,5162;76,3621;75,4415;76,3621;78;5.985
23.08.2015;77,0255;77,0255;76,3703;75,4581;76;5.732
22.08.2015;75,1844;76,8596;75,1844;76,8596;61;4.727
21.08.2015;75,1596;75,2259;74,7366;74,7864;967;72.324
20.08.2015;74,5459;74,7864;73,899;73,899;604;44.644
17.08.2015;71,8092;74,5459;71,8092;74,38;3.589;266.917
16.08.2015;73,9737;73,9737;71,7926;71,7926;3.396;243.781
15.08.2015;74,7615;75,4996;74,7615;75,4996;773;58.357
14.08.2015;76,0718;76,1299;75,9225;75,9308;3.015;228.900
13.08.2015;75,1679;76,0552;75,1679;76,0552;112;8.529
10.08.2015;74,7366;75,9391;74,4464;74,4464;1.662;123.703
09.08.2015;77,7221;77,7221;76,3786;76,3786;711;54.339
08.08.2015;76,6689;76,9094;76,6689;76,9094;1.809;139.110
07.08.2015;75,8645;75,9972;75,8645;75,9972;0;0
06.08.2015;75,7815;75,7815;74,6869;74,6869;33;2.432
03.08.2015;77,0089;77,0089;76,3869;76,3869;13;1.013
02.08.2015;76,6606;77,2909;76,6523;77,2909;60;4.660
